Set list,Set list 2,IMAGE NAME,SUBCATEGORY,NOTES,LOCATION IF AVAILABLE,MACRO,IMAGE ADDRESS,COPYRIGHT STATUS,IMAGE SIZE,Width,Height,DATE ADDED,DATE TAKEN,EXIF INFO AVAILABLE,FLICKR USERNAME,FLICKR URL,SEARCH PROTOCOL FOLLOWED 
3,8,snow_048,snow,"snowy mountain, dense trees, small hut",Not given,Landscape,https://live.staticflickr.com/8605/16611729146_3b6ba0244a_o.jpg,CC0,4288 x 2848,4288,2848,10/05/2023,22/02/2015,Yes,Mariusz Hermansdorfer,Sonntag_1_01 | Mariusz Hermansdorfer | Flickr,Yes
5,9,snow_049,snow,snowy mountain,Not given,Landscape,https://live.staticflickr.com/7641/16580747237_5543329b00_o.jpg,CC0,4288 x 2848,4288,2848,10/05/2023,28/02/2015,Yes,Mariusz Hermansdorfer,Sonntag_2_08 | Mariusz Hermansdorfer | Flickr,Yes
3,8,water_L_002,Lake,"Mountain, trees","Lake of the Woods, Oregon",Landscape ,https://live.staticflickr.com/1909/43579182120_652d9c5291_o.jpg,CC0,5030 × 3353,5030,3353,22/04/2023,11/10/2018,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/43579182120/in/photolist-RSuWD8-CiCf3H-M71Ddu-FTdbvM-EVE99q-R7rgZ3-29oWGyY-2ai7xeq-SNUvus-7EkK6z-2akvjrr-UhxBrb-3aSRsF-KjAPV7-AnSsQr-aictGw-AbjCUd-QFEA9V-S86XxS-UT7Ymy-8Y2K9s-22ozRKb-28S9Tpb-LnPbzg-4mjZN2-kfRhxj-2bdNvJc-EcmR9Z-Sez9WK-21Mj9YY-V2bsLf-26AHsLC-u6KgzS-DJqjEN-QQCndK-uLaWx9-tLtY2a-24f4Kcz-JmNx5D-DgAFFA-21MjaSb-ZfcWDo-2aLoG8M-vqv49x-2fHkmFw-riSgBM-nGeUzq-xvBaFs,Yes
5,10,water_L_004,Lake,"Trees, turquiose water","Devil's Lake, Oregon",Landscape ,https://live.staticflickr.com/4320/36010224996_38e023abaa_o.jpg,CC0,4926 × 3284,4926,3284,22/04/2023,18/07/2017,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/36010224996/in/photolist-RSuWD8-CiCf3H-M71Ddu-CbiYFV-Y2NTkz-EVE99q-29oWGyY-2ai7xeq-8UqVH1-7EkK6z-qmqxyo-UhxBrb-3aSRsF-257SpLM-WS6Pjd-21qEJXd-27BDAEB-aictGw-AbjCUd-QFEA9V-UT7Ymy-4gX4hu-kfRhxj-f648Xb-4mjZN2-2cgZj9S-2bdNvJc-LnPbzg-24ZXNjP-EcmR9Z-Sez9WK-26AHsLC-u6KgzS-DJqjEN-cCrZqq-QQCndK-W92wXw-ENsKU7-uLaWx9-tLtY2a-24f4Kcz-JmNx5D-U5UG1t-DgAFFA-ZXSFWP-7BbWb8-Hgincg,Yes
4,8,water_L_005,Lake,"Trees, grass, distant hills","Albula Pass, Switzerland",Landscape ,https://live.staticflickr.com/5633/22432931220_8e2a6fb9a1_o.jpg,CC0,3127 × 1759,3127,1759,22/04/2023,31/10/2015,Yes,roman.schurte,https://www.flickr.com/photos/schurte/22432931220/in/photolist-RSuWD8-CiCf3H-M71Ddu-FTdbvM-EVE99q-R7rgZ3-29oWGyY-2dfoava-JWASMp-SNUvus-7EkK6z-qmqxyo-2akvjrr-UhxBrb-27BDAEB-aictGw-AbjCUd-QFEA9V-S86XxS-UT7Ymy-8Y2K9s-22ozRKb-kfRhxj-28S9Tpb-2bdNvJc-EcmR9Z-Sez9WK-26AHsLC-u6KgzS-21K4tq7-QQCndK-ENsKU7-FBcLuy-uLaWx9-24f4Kcz-JmNx5D-DgAFFA-EgWx1A-2aLoG8M-vqv49x-GTGvi7-2fHkmFw-riSgBM-293CS8i-v8NtNR-nGeUzq-vpC42b-xvBaFs-22unfpm-SEN1xh,Yes
4,7,water_L_006,Lake,"Background trees, background mountains","Lake Maligne, Alberta",Landscape ,https://live.staticflickr.com/4197/34800266350_9576a7ea3f_o.jpg,CC0,5647 × 3840,5647,3840,22/04/2023,09/06/2017,Yes,Angel Lite Photography,https://www.flickr.com/photos/giftsoftheuniverse/34800266350/in/photolist-V2bsLf-26AHsLC-u6KgzS-EcmR9Z-DJqjEN-PFDvkY-WED9Eo-21K4tq7-QQCndK-ENsKU7-uLaWx9-24f4Kcz-DgAFFA-YeGSTG-ZfcWDo-XZpKPa-EgWx1A-vqv49x-GTGvi7-2fHkmFw-riSgBM-293CS8i-v8NtNR-vpC42b-xvBaFs-nGeUzq-v7NxX9-22unfpm-HyHfui-WED9u3-XP1Mqm-YiefLv-fS4ejJ-F6jPjU-XYUPdk-v8yVi5-EvZvUt-LqQAJV-KasYDX-YeHamm-XJ3bXA-YpyFwN-DYnvpp-cWgixN-5BUHva-vgpFS-4DUG-RFXHhk-UhtB6v-HLutP6,Yes
4,8,water_L_007,Lake,"Grass, trees","Knoll Lake, Arizona",Landscape ,https://live.staticflickr.com/348/19119984610_48b01f21d4_o.jpg,CC0,3264 × 2448,3264,2448,22/04/2023,17/08/2010,Yes,Coconino NF Photography,https://www.flickr.com/photos/coconinonationalforest/19119984610/in/photolist-BYs3vS-xvBaFs-22unfpm-oJTgrm-HyHfui-Y21zBL-WED9u3-RZpqtB-YiefLv-F6jPjU-v8yVi5-LqQAJV-qvTa4W-YeHamm-XJ3bXA-YpyFwN-BQMmjC-DYnvpp-JmJeBF-cWgixN-25Wr2kk-5BUHva-eBNGdZ-4DUG-23UnBDT-2aHH29b-EQa2kU-2fEQP3E-UhtB6v-PKkM43-26ypdjb-TKvtPw-MnsYVm-WHYdTj-R2wY7h-216VdZ3-GGXyi4-m1M5K6-z3DktE-thQyfg-28XzfeM-22D7wbr-2e83JqZ-27LjvqW-K6qP3y-HX4P2C-VG87Ei-zDpVG2-AVGs4d-VG8464,Yes
5,8,water_L_009,Lake,"Trees, hills, rocks","Bear Lake, Colarado",Landscape ,https://live.staticflickr.com/1847/44447883222_5b1c2f62c8_o.jpg,CC0,5328 × 2997,5328,2997,23/04/2023,05/08/2018,Yes,naturenps,https://www.flickr.com/photos/naturenps/44447883222/in/photolist-2aHH29b-2fEQP3E-UhtB6v-NvJ5uJ-TKvtPw-WHYdTj-AVGs4d-m1M5K6-2begV5B-crzyyC-2e83JqZ-K6qP3y-VG87Ei-YeHfM1-28ngXsh-Y3iW6V-zDpVG2-wiV4Hg-238KxzM-Hxp7xJ-XzW19W-X4gTRw-2co8sCx-2986LfJ-eBzYxT-U9qyUb-PKkM43-HTEQGa-cEeavd-qTzAuK-MnsYVm-R2wY7h-GGXyi4-z3DktE-28XzfeM-22D7wbr-27LjvqW-MJhWsg-23X2rv7-XYmr8k-2cJHBiG-23Yjwe7-Xqn4GE-N8eqta-22x2Fra-nupGZ5-QQd5R4-24RoPZX-21ufebz-27h4EdK,Yes
3,6,water_L_012,Lake,"Reeds, trees","Jubilee Lake, Oregon",Landscape ,https://live.staticflickr.com/7456/27934977296_87f6435950_o.jpg,CC0,5352 × 3608,5352,3608,23/04/2023,09/06/2011,Yes,Forest Service Pacific Northwest Region,https://www.flickr.com/photos/forestservicenw/27934977296/in/photolist-24rrGQT-Jyw4vA-oJ28A5-hAFQyP-N8B2HX-BvtugL-RG8bdM-28XYSL8-RVjBDc-pKXzVL-nBAHLo-GCzGPz-JwCU2r-2aJeAKt-EMzmSs-JbyG5P-QjuUMn-fTEJtC-xxznco-NC1wJz-21K7KZ9-28fJfyG-29RJpua-2beHBCd-Ggv463-26boKQD-QK7wdQ-XXwRdc-CDJUwi-23e2qSk-vorQLJ-JXsnqr-Tf6zfQ-JBAUJH-2cswDz3-Jwz5az-QBXFAp-24rrGW4-BXvpfu-icVuj2-26mFknf-EKt9Ue-9RuyKe-2cjmhxa-Nxicgs-2bBhsmH-FLv76m-KhEKVi-21yTp7Z-2akwWyz,Yes
2,8,water_L_013,Lake,"Hills, rocks","Lake Wakatipu, Queenstown, NZ",Landscape ,https://live.staticflickr.com/7304/27480237416_33bf6f1666_o.jpg,CC0,3618 × 2124,3618,2124,25/04/2023,21/05/2016,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/27480237416/,Yes
4,9,water_L_015,Lake,"Sandy beach, pine trees, hills","Crescent Lake, Oregon",Landscape ,https://live.staticflickr.com/4273/34317783544_fcd20099c5_o.jpg,CC0,5184 × 3456,5184,3456,29/04/2023,06/06/2017,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/34317783544/,Yes
2,7,water_L_017,Lake,"Trees, looks like sand","Lake George, Florida",Landscape ,https://live.staticflickr.com/3914/18443014224_8f76fa75bb_o.jpg,CC0,4928 × 3264,4928,3264,29/04/2023,17/06/2015,Yes,National Forests in Florida,https://www.flickr.com/photos/nfinflorida/18443014224/,Yes
5,9,water_L_018,Lake,"Trees foreground, hills","Dove Lake, Australia",Landscape ,https://live.staticflickr.com/1468/24461715156_9b556b5a80_o.jpg,CC0,6000 × 4000,6000,4000,29/04/2023,07/01/2016,Yes,thinkrorbot,https://www.flickr.com/photos/134921587@N06/24461715156/,Yes
4,7,water_L_021,Lake,Crystal clear reflection,"Moraine Lake, Canada",Landscape ,https://live.staticflickr.com/4335/36922523205_efe91225e8_o.jpg,CC0,2000 × 1432,2000,1432,29/04/2023,30/08/2017,No,Wallboat,https://www.flickr.com/photos/wallboat/36922523205/,Yes
2,6,water_L_022,Lake,"Frost, snow, trees","Sheridan Lake, South Dakota",Landscape ,https://live.staticflickr.com/4734/39046057002_eb2b66ae43_o.jpg,CC0,2048 × 1536,2048,1536,29/04/2023,23/03/2016,No,Black Hills National Forest,https://www.flickr.com/photos/140925193@N05/39046057002/,Yes
1,9,water_L_023,Lake,"Round rocks, hills","Lake Louise, Canada",Landscape ,https://live.staticflickr.com/7519/16090722032_50a4cddf2c_o.jpg,CC0,5472 × 3648,5472,3648,29/04/2023,22/09/2014,Yes,Denis Costa - Photo Log,https://www.flickr.com/photos/denis5000/16090722032/,Yes
1,10,water_L_024,Lake,"Mountain, trees, reflection","Mt. Shuksan and Picture Lake, Washington",Landscape ,https://live.staticflickr.com/1959/31339236108_0460d21b1c_o.jpg,CC0,2048 × 1536,2048,1536,29/04/2023,27/09/2018,No,Landscapes in The West,https://www.flickr.com/photos/jeffhollettvancouverwa/31339236108/,Yes
1,9,water_L_026,Lake,"Trees, distant mountains",Alaska,Landscape ,https://live.staticflickr.com/8229/29778965366_286ae4d6fb_o.jpg,CC0,3264 × 2448,3264,2448,29/04/2023,06/06/2014,Yes,Daoud Alahmad,https://www.flickr.com/photos/daoud_alahmad/29778965366/,Yes
2,8,water_L_027,Lake,"Small lake, greenery surround","Tula Oblast, Russia",Landscape ,https://live.staticflickr.com/7433/10894241895_d5fba8f637_o.jpg,CC0,2409 × 3614,2409,3614,29/04/2023,30/07/2011,No,Art (RUS) Potosi,https://www.flickr.com/photos/arturtula/10894241895/,Yes
5,9,water_L_030,Lake,"Tree covered islands, woodland",None given,Landscape ,https://live.staticflickr.com/1748/41717133254_a6235ee822_o.jpg,CC0,6000 × 4000,6000,4000,29/04/2023,29/05/2018,Yes,Marcel Boekholt Photography,https://www.flickr.com/photos/marcel-boekholt-photos/41717133254/,Yes
4,10,water_L_031,Lake,"Golden sunlight, grass, trees","Tula Oblast, Russia",Landscape ,https://live.staticflickr.com/7455/13921782587_07f07c45a3_o.jpg,CC0,3925 × 2208,3925,2208,29/04/2023,09/08/2013,No,Art (RUS) Potosi,https://www.flickr.com/photos/arturtula/13921782587/,Yes
1,7,water_L_033,Lake,"Clar water, wintery scene, pine trees","Grüner See, Austria",Landscape ,https://live.staticflickr.com/3854/32764887833_473e978b0c_o.jpg,CC0,5987 × 3368,5987,3368,29/04/2023,22/03/2017,Yes,momentumdashphotos,https://www.flickr.com/photos/152977080@N03/32764887833/,Yes
2,6,water_L_034,Lake,"Small islands, yellowy leaves",None given,Landscape ,https://live.staticflickr.com/7911/32615541637_e70d9ec9e6_o.jpg,CC0,9333 × 3248,9333,3248,29/04/2023,05/04/2019,Yes,angelobrathot,https://www.flickr.com/photos/brathot/32615541637/,Yes
3,8,water_L_035,Lake,"Small lakes, island, distant hills","Lake Clark, Alaska",Landscape ,https://live.staticflickr.com/4454/36728048423_cc62815917_o.jpg,CC0,3873 × 2615,3873,2615,29/04/2023,07/06/2010,Yes,LakeClarkNPS,https://www.flickr.com/photos/lakeclarknps/36728048423/,Yes
4,9,water_L_040,Lake,"Half clouded sky, trees on right",None given,Landscape ,https://live.staticflickr.com/6195/6101830754_a2cbbbfeca_o.jpg,CC0,4000 × 3000,4000,3000,05/09/2023,11/08/2011,Yes,jeannetteyvonne,https://www.flickr.com/photos/photojeannettics/6101830754/,Yes
2,6,water_L_041,Lake,Rocks near shore,"St. Mary Lake, Montana",Landscape ,https://live.staticflickr.com/4550/27280803689_1362994664_o.jpg,CC0,3264 × 2448,3264,2448,05/09/2023,21/08/2013,Yes,NRCS Montana,https://www.flickr.com/photos/160831427@N06/27280803689/,Yes
5,6,water_L_043,Lake,English scenery,"Burrator Reservoir, Dartmoor, UK",Landscape ,https://live.staticflickr.com/792/26717770357_b0ee11fab1_o.jpg,CC0,5152 × 2896,5152,2896,05/09/2023,20/04/2018,Yes,alex_johnson96,https://www.flickr.com/photos/alex_96/26717770357/,Yes
3,10,water_L_044,Lake,"Pebble beach, mountains and trees","Pray Lake, Glacier, Montana",Landscape ,https://live.staticflickr.com/8305/7834000944_d2596b6016_o.jpg,CC0,4000 × 3000,4000,3000,05/09/2023,21/08/2012,Yes,GlacierNPS,https://www.flickr.com/photos/glaciernps/7834000944/,Yes
2,7,water_L_045,Lake,"Lots of trees, very green picture",None given,Landscape ,https://live.staticflickr.com/7832/32613695007_32bc24c743_o.jpg,CC0,1920 × 1276,1920,1276,05/09/2023,07/04/2019,No,AroundTheWorldImages,https://www.flickr.com/photos/ericdearbeck/32613695007/,Yes
1,6,water_L_047,Lake,"Sun rays, reflection, trees on right","Lake McDonald, Glacier, Montana",Landscape ,https://live.staticflickr.com/5706/30284325320_fa2160fd11_o.jpg,CC0,7360 × 4912,7360,4912,05/09/2023,04/01/2013,Yes,GlacierNPS,https://www.flickr.com/photos/glaciernps/30284325320/,Yes
3,10,water_L_048,Lake,"Yellow grass, tall pines, rocky mountains","Little Lookout Lake, Boise, Idaho",Landscape ,https://live.staticflickr.com/1972/31779585248_c2a776f9e4_o.jpg,CC0,4032 × 3024,4032,3024,05/09/2023,31/10/2018,No,Intermountain Region US Forest Service,https://www.flickr.com/photos/107640324@N05/31779585248/,Yes
3,10,water_L_049,Lake,Curvy crater surrounded by grassy volcanoes,"São Miguel, Açores, Portugal",Landscape ,https://live.staticflickr.com/1828/42188610995_bccd659377_o.jpg,CC0,4667 × 2622,4667,2622,05/09/2023,12/10/2017,Yes,J. Damasio,https://www.flickr.com/photos/jdamasio/42188610995/,Yes
1,9,water_L_050,Lake,Possible blue filter,Sweden,Landscape ,https://live.staticflickr.com/8658/28656150012_eb65c26831_o.jpg,CC0,3008 × 2000,3008,2000,05/09/2023,30/07/2016,No,Grizzlybear.se,https://www.flickr.com/photos/grizzlybear-se/28656150012/,Yes
1,7,water_L_051,Lake,"Lake on mountain, second lake in background","St. Helen's Lake, Washington",Landscape ,https://live.staticflickr.com/1763/43088119691_d4c8b81c4e_o.jpg,CC0,2048 × 1536,2048,1536,12/05/2023,29/06/2018,No,Landscapes in The West,https://www.flickr.com/photos/jeffhollettvancouverwa/43088119691/,Yes
4,7,water_L_052,Lake,"Sunkissed icy mountains, reflection","Pyramide Lake, Canada",Landscape ,https://live.staticflickr.com/4483/23906972848_cebdbb6938_o.jpg,CC0,4134 × 2325,4134,2325,12/05/2023,27/08/2017,No,Werner Bayer,https://www.flickr.com/photos/wbayercom/23906972848/,Yes
5,10,water_L_053,Lake,"Choppy water, rounded hills","Lake Bohinj, Slovenia",Landscape ,https://live.staticflickr.com/4315/35240956733_d696550704_o.jpg,CC0,4608 × 3456,4608,3456,12/05/2023,16/07/2017,Yes,puffin11uk,https://www.flickr.com/photos/nigelhomer/35240956733/,Yes
3,6,water_L_054,Lake,"Snowy mountains, middle yellow grassline","Mount Cook National Park, New Zealand",Landscape ,https://live.staticflickr.com/65535/9755449706_294eb3ee8e_o.jpg,CC0,2400 × 1436,2400,1436,12/05/2023,23/08/2008,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/9755449706/,Yes
5,6,water_L_055,Lake,"Lots of pine trees, blue water","Shadow Bay, Waldo Lake, Oregon",Landscape ,https://live.staticflickr.com/4484/26268477129_7fc13361b0_o.jpg,CC0,4930 × 3287,4930,3287,12/05/2023,27/10/2017,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/26268477129/,Yes
5,9,water_O_001,Ocean,"Coast, rocks","Great Ocean Road, Australia",Landscape ,https://live.staticflickr.com/4777/38893133670_c85bede141_o.jpg,CC0,6016 × 4016,6016,4016,25/04/2023,13/02/2018,Yes,HKMAA,https://www.flickr.com/photos/paintdraw/38893133670/,Yes
3,6,water_O_002,Ocean,"Coast, cliffs, sand, grass","Great Ocean Road, Australia",Landscape ,https://live.staticflickr.com/4787/25832034937_9e4a963fdc_o.jpg,CC0,6016 × 4016,6016,4016,25/04/2023,14/02/2018,Yes,HKMAA,https://www.flickr.com/photos/paintdraw/25832034937/,Yes
1,9,water_O_004,Ocean,"Stormy sea, rocks","Cape Perpetua, Oregon",Landscape ,https://live.staticflickr.com/4632/39679201361_a181ba64d7_o.jpg,CC0,5120 × 2893,5120,2893,25/04/2023,05/01/2018,No,Bonnie Moreland (free images),https://www.flickr.com/photos/icetsarina/39679201361/,Yes
5,6,water_O_006,Ocean,Rocks and water,None given,Landscape ,https://live.staticflickr.com/8823/16679800104_411c380452_o.jpg,CC0,2500 × 1667,2500,1667,25/04/2023,10/05/2013,Yes,Image Catalog,https://www.flickr.com/photos/image-catalog/16679800104/,Yes
3,7,water_O_007,Ocean,"Blue sea, rocky outpost","Riserva dello Zingaro, Sicily",Landscape ,https://live.staticflickr.com/65535/40632029771_49f2eaa2ed_o.jpg,CC0,4288 × 2848,4288,2848,25/04/2023,04/05/2012,Yes,DamPappa,https://www.flickr.com/photos/121131556@N06/40632029771/,Yes
5,7,water_O_008,Ocean,"Blue sea, rocks","Riserva dello Zingaro, Sicily",Landscape ,https://live.staticflickr.com/65535/25761404077_a25ac976ac_o.jpg,CC0,4288 × 2848,4288,2848,25/04/2023,05/05/2012,Yes,DamPappa,https://www.flickr.com/photos/121131556@N06/25761404077/,Yes
3,7,water_O_010,Ocean,"Sandy shore, few small rocks",None given,Landscape ,https://live.staticflickr.com/65535/47805456862_08ff93ef6f_o.jpg,CC0,4752 × 3168,4752,3168,25/04/2023,04/03/2018,Yes,MACHMo,https://www.flickr.com/photos/miguelchmo/47805456862/,Yes
5,10,water_O_011,Ocean,"Cliffs, blue sea",None given,Landscape ,https://live.staticflickr.com/3628/3630704008_2e7808e3f3_o.jpg,CC0,2400 × 1800,2400,1800,25/04/2023,15/06/2009,Yes,cogdogblog,https://www.flickr.com/photos/cogdog/3630704008/,Yes
1,10,water_O_013,Ocean,Wildflower meadow,"Saaltee Island, Ireland",Landscape ,https://live.staticflickr.com/2824/33579058695_18d6743aa2_o.jpg,CC0,5799 × 3866,5799,3866,25/04/2023,22/03/2017,Yes,momentumdashphotos,https://www.flickr.com/photos/152977080@N03/33579058695/,Yes
4,10,water_O_014,Ocean,"Cliffs, calm sea, moody",England,Landscape ,https://live.staticflickr.com/4394/36516400873_41ae72f211_o.jpg,CC0,2100 × 1400,2100,1400,25/04/2023,27/08/2017,Yes,Wallboat,https://www.flickr.com/photos/wallboat/36516400873/,Yes
4,8,water_O_018,Ocean,"Dark, gloomy","Øygarden, Norway",Landscape ,https://live.staticflickr.com/1504/25216286436_f52f1ac9ed_o.jpg,CC0,3744 × 2106,3744,2106,25/04/2023,21/02/2016,Yes,Arnfinn Sørensen,https://www.flickr.com/photos/arnfinnchristensen/25216286436/,Yes
1,8,water_O_019,Ocean,Orange rock outpost,None given,Landscape ,https://live.staticflickr.com/537/19331153954_0214c24d43_o.jpg,CC0,2048 × 1365,2048,1365,25/04/2023,22/05/2014,Yes,Image Catalog,https://www.flickr.com/photos/image-catalog/19331153954/,Yes
2,7,water_O_020,Ocean,"Tropical beach, palm trees, white sand","Ofu Beach, Samoan Islands",Landscape ,https://live.staticflickr.com/1886/42576025360_d33b292e54_o.jpg,CC0,4128 × 2742,4128,2742,25/04/2023,22/06/2012,Yes,NPS Natural Resources,https://www.flickr.com/photos/naturenps/42576025360/,Yes
2,9,water_O_021,Ocean,"Blue sea, rocks, islands","Shelly Beach, Australia",Landscape ,https://live.staticflickr.com/7913/46189479204_cee06e5399_o.jpg,CC0,6000 × 4000,6000,4000,28/04/2023,29/01/2019,Yes,bofmichal,https://www.flickr.com/photos/169456665@N05/46189479204/,Yes
2,10,water_O_022,Ocean,"Waves, standing rock","Mangawhai Heads Beach, New Zealand",Landscape ,https://live.staticflickr.com/1891/44164103752_dde03db4af_o.jpg,CC0,5356 × 3035,5356,3035,28/04/2023,23/08/2018,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/44164103752/,Yes
1,8,water_O_023,Ocean,"Cliffs, sand, standing rocks","Great Ocean Road, Australia",Landscape ,https://live.staticflickr.com/4783/38893096360_2930d2cf64_o.jpg,CC0,6016 × 4016,6016,4016,28/04/2023,03/09/2018,Yes,HKMAA,https://www.flickr.com/photos/paintdraw/38893096360/,Yes
5,8,water_O_025,Ocean,"Brown rocks, waves, coast","Tomaree National Park, New Zealand",Landscape ,https://live.staticflickr.com/5664/20107602163_0654817d83_o.jpg,CC0,3587 × 2140,3587,2140,28/04/2023,20/08/2015,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/20107602163/,Yes
4,7,water_O_026,Ocean,Rocky shore,"Koganezaki beach, Japan",Landscape ,https://live.staticflickr.com/2831/34133964041_b053671cb3_o.jpg,CC0,9336 × 3681,9336,3681,28/04/2023,23/04/2017,Yes,irisgazer,https://www.flickr.com/photos/irisgazer/34133964041/,Yes
1,6,water_O_030,Ocean,"Trees, rocks","Waipo Beach, New Zealand",Landscape ,https://live.staticflickr.com/7455/8962153247_fceb047e09_o.jpg,CC0,2400 × 1529,2400,1529,28/04/2023,14/06/2012,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/8962153247/,Yes
2,10,water_O_032,Ocean,Cliffs with plants on,"Peñiscola, Spain",Landscape ,https://live.staticflickr.com/2840/33994788591_908ffe9652_o.jpg,CC0,4288 × 2848,4288,2848,28/04/2023,25/09/2010,Yes,C.Frayle,https://www.flickr.com/photos/sohura/33994788591/,Yes
2,7,water_O_033,Ocean,"Shaded palm trees, sand sea","Las Terrenas, Dominican Republic",Landscape ,https://live.staticflickr.com/4903/30895579237_f24239d551_o.jpg,CC0,2400 × 1300,2400,1300,28/04/2023,Jan-16,No,S. Josuason,https://www.flickr.com/photos/josuason/30895579237/,Yes
5,9,water_O_036,Ocean,Ice on sea,None given,Landscape ,https://live.staticflickr.com/5693/22793049062_50807e4cc0_o.jpg,CC0,2896 × 1944,2896,1944,10/05/2023,28/12/2010,Yes,Image Catalog,https://www.flickr.com/photos/image-catalog/22793049062/,Yes
2,6,water_O_037,Ocean,Small foreground cactus,"Fishermans Bay, New South Wales, Australia",Landscape ,https://live.staticflickr.com/65535/12475212253_689f79232c_o.jpg,CC0,2400 × 1607,2400,1607,10/05/2023,19/07/2011,Yes,Bernard Spragg,https://www.flickr.com/photos/volvob12b/12475212253/,Yes
3,9,water_O_039,Ocean,"Cliffs, driftwood on beach","Punakaiki Beach, New Zealand",Landscape ,https://live.staticflickr.com/4523/24765165668_15f560ac17_o.jpg,CC0,4000 × 2672,4000,2672,10/05/2023,13/11/2017,Yes,Orion Kahza,https://www.flickr.com/photos/93242251@N05/24765165668/,Yes
3,10,water_O_041,Ocean,"Wintery cliffs, black sand","Vestur-Skaftafellssysla, Íceland",Landscape ,https://live.staticflickr.com/4706/39040413804_1c5aa797d0_o.jpg,CC0,3968 × 2976,3968,2976,10/05/2023,17/01/2018,Yes,Seanie2322,https://www.flickr.com/photos/114717511@N02/39040413804/,Yes
3,9,water_O_044,Ocean,Flowers on cliff,"Point Arena-Stornetta, California",Landscape ,https://live.staticflickr.com/4196/34993479366_8d8ac3c48f_o.jpg,CC0,5230 × 3407,5230,3407,10/05/2023,01/07/2016,Yes,US Department of State,https://www.flickr.com/photos/iip-photo-archive/34993479366/,Yes
4,8,water_O_048,Ocean,"Yellow toned rocks, semi circle bay","Eagle Bay Beach, Australia",Landscape ,https://live.staticflickr.com/5699/23721383921_b06bb79c80_o.jpg,CC0,6000 × 4000,6000,4000,10/05/2023,07/12/2015,Yes,thinkrorbot,https://www.flickr.com/photos/134921587@N06/23721383921/,Yes
4,8,water_O_049,Ocean,Beach between two rocky outposts,Portugal,Landscape ,https://live.staticflickr.com/417/18749320951_0e36a2e3ba_o.jpg,CC0,4272 × 2848,4272,2848,10/05/2023,25/05/2015,Yes,pve,https://www.flickr.com/photos/pve/18749320951/,Yes
1,6,water_O_050,Ocean,Big waves coming to shore,"Monterey Bay, California",Landscape ,https://live.staticflickr.com/7574/27371172043_0af378ae97_o.jpg,CC0,2400 × 1350,2400,1350,10/05/2023,08/01/2016,Yes,National Marine Sanctuaries,https://www.flickr.com/photos/onms/27371172043/,Yes
1,9,water_R_002,River,"Wide river, trees, blue sky","Stillwater River, Montana",Landscape ,https://live.staticflickr.com/4555/38343890744_93e29d01c8_b.jpg,CC0,3459 x 2448,3459,2448,22/04/2023,18/06/2012,Yes,NRCS Montana,https://www.flickr.com/photos/160831427@N06/38343890744/in/photolist-VEfqQx-L3LTM1-2bdNvJc-ngsf5L-26AHsLC-Y3puhF-221X48L-21qjsQy-soTQA1-2duWPSw-HFWiV7-NdvkMz-EnFEks-CeGVzN-21a8RSD-K3S146-21qJKUL-cDbJf5-22v4LB4-T3LnMo-28orLLm-2bbkovv-24GXGAz-QQCcv8-K9W5xS-ZXcDGN-297DCng-22v5qMT-E6NEKs-J8qgS4-TVyCDz-28ZLV8C-UgwSCy-22v6dhF-24nsRTx-UJR941-2cLoXg6-F6jPjU-KQF8ge-26s2rRi-d9tkKL-MRus2B-2b88bNW-rRTwVi-21abktr-JjK8NH-2fQTp4R-VARU74-26bdKpm-Veh4Z1,Yes
4,10,water_R_005,River,"Trees, hillside, blue sky","Johnson Creek, Idaho",Landscape ,https://live.staticflickr.com/4484/23783942828_29b1dacec1_o.jpg,CC0,3264 x 2448,3264,2448,22/04/2023,28/06/2017,Yes,Intermountain Region US Forest Service,https://www.flickr.com/photos/107640324@N05/23783942828/in/photolist-CeGVzN-21a8RSD-K3S146-21qJKUL-cDbJf5-22v4LB4-T3LnMo-28orLLm-2bbkovv-QQCcv8-ZXcDGN-297DCng-22v5qMT-E6NEKs-J8qgS4-28ZLV8C-2cDWyfw-Dqs3q6-UgwSCy-KrE5Fg-UJR941-2cLoXg6-Jnmvet-F6jPjU-KQF8ge-26s2rRi-EgWx1A-d9tkKL-2b88bNW-rRTwVi-21abktr-JjK8NH-2fQTp4R-VARU74-26bdKpm-Veh4Z1-Wg9Cas-KDuXWz-Ndg1dx-25cXcXP-QkxEXh-NAorPr-rK1gcx-E6hbZC-CiqHco-H4G9ED-qzqgZH-EmFjhj-v5ibwW-J9NkTF,Yes
